,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
LOC675851;Ndufc2,0.930397051,0.980166093,0.879287038,1.068716086,0.864421728,1.277012005
Pgls,0.974041249,1.442815085,1.126676379,0.948920553,0.854594609,0.652952126
Pin1,1.100316078,1.008286918,1.06505448,0.887042884,0.849818348,1.089481294
Rpa3,1.140233918,1.050866773,1.059226828,0.908419028,0.84315669,0.998096763
1810046J19Rik,0.978473317,0.963339999,1.090415951,0.939441777,0.951713655,1.076615302
Aimp1,0.821077756,0.890211616,0.925705216,0.977876355,1.002740314,1.382388743
Vamp3,0.957014187,0.940092317,1.033149962,1.035044829,0.993494774,1.041203933
Trappc5,0.950663157,1.191911057,0.939526426,0.866891374,0.901486758,1.14952123
Crnkl1,1.076589701,0.761753864,0.882602531,0.939041166,1.062909095,1.277103645
Ndufb9,0.819408097,0.95893429,0.914121509,0.996759789,0.926749168,1.384027149
Zfp36,0.784343174,0.989723885,1.023629666,0.894189697,1.068366639,1.239746942
Adck1,1.075984248,1.177439842,0.970000192,0.917755124,0.841584188,1.017236408
Zfp706,0.771041101,0.901322661,0.723379444,0.833918768,1.249598332,1.520739695
Ppp6c,0.848023472,0.989745367,0.97192152,0.968611083,1.076613196,1.145085365
Fam33a,1.109133532,1.019361192,1.046208348,1.080372272,0.938893437,0.806031219
Ppih,0.978747974,1.049934678,1.022164156,0.982135267,0.943214907,1.023803019
Atp6v1g1,0.989973457,1.129688972,1.040024485,1.012906555,0.894725484,0.932681048
Magmas;Gm9803,1.173185576,0.823026361,0.94119072,0.834636128,0.972498364,1.255462851
Ndufb7,0.880939089,1.420916247,0.879188866,0.974148919,0.931401305,0.913405575
Uqcrfs1,0.866642321,0.938829597,0.936532921,0.99422436,0.964179076,1.299591726
D10Jhu81e;LOC100046684,0.915553075,0.947119077,1.045463008,1.095072571,1.046301183,0.950491086
Atg12,1.74290498,1.184583638,1.061521208,0.897892681,0.743881198,0.369216296
2900010M23Rik,1.030779758,1.163194364,0.999608258,1.058748329,0.947474007,0.800195285
Fam96b,1.075452742,1.018596096,0.993778719,1.031593558,0.893856823,0.986722064
Ndufb3,0.921863915,0.961611766,0.903119803,0.975850061,0.970105967,1.26744849
Syf2,1.913032185,0.649238054,0.659273121,0.712122729,0.962457617,1.103876295
Golph3,1.003359451,1.134277254,1.19422445,0.999059975,0.788674511,0.880404361
Exosc5,0.571181252,0.661402459,0.829735075,0.878670066,1.054024162,2.004986987
Gpx3,1.596471882,1.105931383,1.133898694,1.053257277,0.593070411,0.517370354
Nhp2,0.908660753,0.82639794,0.837659868,0.649065438,1.039333632,1.738882369
Chchd3,0.960146047,1.043604635,0.932405631,1.056544327,0.994055681,1.013243681
Tsta3,1.048113121,0.968113685,1.074630058,1.122379179,1.071142326,0.715621632
Ndufaf4,0.897303706,1.142887148,1.052821571,0.982530002,0.801806657,1.122650918
Chordc1,1.231843704,1.101818186,1.048277802,0.903471505,0.903820324,0.81076848
Acp1;LOC631286,0.977282317,1.063885793,1.09431875,1.075644151,0.929950151,0.858918838
Rela,1.09482411,1.102848879,1.181272331,1.012024692,0.911791389,0.697238601
Ptgr2,0.913312806,1.035826584,0.977563936,0.968622148,0.801964667,1.302709859
Sec62,1.229016701,1.272453556,0.948445811,0.790759004,0.687386834,1.071938095
Trappc6b,1.016751349,0.797196252,0.899190848,0.927078721,0.952661525,1.407121306
Nudt2,0.906245016,1.004248412,0.983122105,0.96111409,0.964457448,1.180812931
Zfand5,0.757554544,0.811406396,1.249079187,1.177047726,1.158993687,0.845918463
Fdx1,0.872726371,0.873195626,0.625420254,0.971257353,1.208789499,1.448610899
Dnajb1,0.995018794,1.101954063,0.981183737,0.916288149,0.922063682,1.083491577
Qk,0.651491186,1.038301228,0.74503569,0.734139701,0.964553071,1.866479126
Tollip,1.037217541,0.995890316,0.892573625,0.857795127,0.904933932,1.31158946
Stx8,0.964154367,1.0480909,0.984041452,0.883809965,0.843093876,1.276809443
Srm,0.972756636,1.048376508,1.088630331,1.029006218,0.992387554,0.868842754
Otud1,1.029445937,0,0.347114094,0.326211997,1.455159293,2.84206868
Naa40,2.244332626,0.84197613,0.359962622,0.491743576,0.551648715,1.510336332
Serinc1,1.354823357,1.012772694,1.056031179,0.962094853,1.049504161,0.564773756
Acp5,0.671706009,0.690368073,0.566761764,1.332888662,0.781074022,1.957201471
Lepre1,1.631852497,1.49627032,0.926901207,0.661311851,0.466723131,0.816940996
Rap1a,0.983238242,1.058774503,1.087281025,0.886139661,0.811495351,1.173071219
Copz1,0.945886149,1.13549361,1.11379885,1.084011754,0.928422115,0.792387524
Wdr5,1.159275871,1.113592203,0.979319977,0.927851982,0.912988907,0.906971065
Ascc2,1.005621983,0.882734787,0.963192404,0.966219826,0.981997565,1.200233437
Uqcr10,0.885875208,0.753015127,0.808090234,1.024435213,1.025512209,1.50307201
Dync1li1,0.993680302,1.028036812,1.031918312,1.025849285,0.966044714,0.954470576
Spg20,1.037647085,1.246777827,1.044664215,0.839703284,0.717044562,1.114163028
Dnttip2,0.260666068,0.26593025,0.769757522,0.914013126,1.671699077,2.117933959
Dlat,0.989649469,1.159828619,1.122698022,0.912589885,0.889882287,0.925351719
Tut1,0.774741716,1.046195026,0.739852183,0.75535319,1.071449867,1.61240802
2410015M20Rik,0.960333641,0.742507029,0.977098194,1.217784937,1.255308001,0.8469682
Hexim1,0.078200748,0.473360751,1.05469361,1.101788412,1.265053498,2.026902983
Rab38,1.661530971,1.277117293,1.159712102,0.861889817,0.641665132,0.398084687
Abhd12,1.485096168,1.254022678,1.009076275,0.807665746,0.552720018,0.891419115
Timm10,0.810530191,0.869284984,0.99794775,0.980872004,1.119737383,1.221627689
Ube2m,1.037106289,1.069555168,1.110341124,1.049687431,0.896239595,0.837070394
BC048546,0.169998649,0.514633619,0.222265061,4.201399281,0.39840295,0.493300441
Eif1ad,0.920601568,0.894913833,0.696018695,1.262927411,0.951101082,1.274437412
Prkar2a,0.925025974,1.028847032,1.002678982,1.037712052,0.916707249,1.089028713
Glt25d1,0.521657826,0.583858515,0.59389375,0.611335998,0.811383829,2.877870082
Ndufv2,0.899669588,0.880823247,0.801077855,0.953979434,0.933554094,1.530895782
Acad10,1.054665075,0.978471597,1.185852729,1.014836617,0.949653781,0.816520204
Hscb,0.911791977,1.002156981,1.010963538,1.023988734,0.976901976,1.074196797
Naa35,1.143513499,1.09666835,0.985237375,0.914909122,0.846073114,1.013598543
Lin28a,1.411292653,1.334849703,0.969285532,0.653686399,0.69744666,0.933439056
Dppa5a,1.102013483,0.986812039,1.017113484,0.960004333,1.00283312,0.931223543
Lzic,0.934877768,1.041457159,1.048515341,0.986367443,0.95795831,1.03082398
2310003F16Rik,1.046559405,0.932034474,0.958579763,0.927985766,0.974769961,1.160070633
Rnf214,1.187533636,1.12349518,1.038445716,0.841211002,0.816631945,0.992682523
Erlin2,1.085423123,1.173560105,1.004063639,0.921704948,0.689861991,1.125386196
Samm50,1.087187721,1.058177865,0.984222385,1.005801776,0.946048845,0.918561409
Arf3,1.075059169,0.950801565,1.029677637,0.995919493,0.861225954,1.087316183
Arf6,1.175267482,0.784320742,0.823855364,0.848898718,0.905752666,1.46190503
Bola2,1.027548971,1.076347106,0.969609859,1.038133291,0.967253494,0.921107281
Mta3,0.614841711,0.462681738,0.483317153,0.677711872,1.330370475,2.431077052
Fut11,0.902129847,1.095058019,1.026933706,1.113114577,0.729968749,1.132795102
Cd9,1.19563862,1.176774665,0.967794898,1.022303442,0.814169825,0.823318551
Psmd11,0.878501057,1.240689372,0.701982435,0.873273494,0.967087986,1.338465657
Sepw1,1.170257759,1.056978037,1.324094426,1.100303999,0.785064639,0.56330114
Pdhx,0.980932809,1.079950181,1.014254223,1.001057181,0.999919202,0.923886405
2300002M23Rik,1.112128743,1.448608451,0.740679892,1.07830653,0.713612259,0.906664126
Slc16a6,0.121605315,0.443019283,1.291279297,1.396889274,2.198664968,0.548541864
Arhgap12,1.386004833,1.120158122,1.00952754,0.979433211,0.795556763,0.709319531
Pcbd1,0.980408621,0.987099414,1.166801178,1.08162282,0.911299462,0.872768507
Agps,0.894568725,1.075337705,0.997992635,1.085442317,1.004543987,0.942114633
Fam177a;1700047I17Rik2,1.20622312,1.131690691,1.019305584,0.844102745,0.800302189,0.998375673
Iws1,0.487545964,0.527873623,0.753680613,0.840098714,1.092978317,2.297822772
Rab5c,0.938746332,0.90793282,1.038062474,1.025270349,1.024291409,1.065696617
7-Sep,0.933409839,0.841425281,0.824381998,0.752850445,0.802838897,1.845093544
Pfn1,0.940030112,0.914711935,1.057688489,1.059110786,0.982475559,1.04598312
Gyk,0.920628857,0.991930758,0.945928685,1.126584075,1.084526174,0.930401453
Lig4,1.496167323,1.294850667,1.121754884,0.83553003,0.750248538,0.501448559
Ndrg4,1.66205221,1.304414313,1.110961383,0.91519275,0.623043583,0.384335763
Ubr7,1.303039536,0.778193248,0.728732641,0.760301275,0.834569671,1.59516363
Mtx2,1.032555547,1.141630977,0.948505242,1.044069662,0.987852214,0.845386359
Add1,1.182180589,0.87880683,0.771928535,0.672521397,0.767269469,1.727293182
Cox6b1,0.922594686,0.961703461,0.952160276,1.060171127,0.992382673,1.110987778
Sub1,1.090699141,1.07818805,1.067503238,0.84257172,0.995647085,0.925390768
Fam118b,1.094479437,0.757752534,0.747951668,0.76892187,1.005868167,1.625026326
Rbbp5,1.218523256,1.018894715,0.749808166,1.113391152,0.725203357,1.174179355
N4bp2,1.648199519,1.058706458,0.843372043,0.590661077,0.599214056,1.259846849
Folr4,1.664251961,1.178820585,1.077772493,1.136106326,0.773031094,0.170017542
Fmr1,0.979708438,0.785680316,0.840277246,0.75477234,0.981082507,1.658479154
Cyth2,0.98502989,1.034898665,1.015244181,0.968058972,1.064986024,0.93178227
Dek,0.589644743,0.91851291,0.964647775,0.912957997,0.988269119,1.625967457
Cdv3,0.982913916,0.947192601,0.94281878,1.101605975,1.051294044,0.974174685
Bcl2l1,1.169538726,1.314658324,0.997094393,0.798266969,0.523701744,1.196739844
Akt3,1.072241139,0.983711128,0.983453157,1.105092269,0.923591721,0.931910587
Mtpn,0.882105826,1.103156732,1.093486814,1.019688098,0.92707417,0.974488361
Atg14,0.665397146,0.720160889,0.927821537,1.057183591,1.790452938,0.838983901
Col4a3bp,0.848714403,1.128249151,1.106546817,0.93681902,0.858372467,1.121298144
Tmem209,1.792007662,0.933969786,0.635803254,0.678899195,0.770924358,1.188395747
Hsp90ab1,1.401931772,0.854694479,0.749337006,0.576138536,0.896903755,1.520994455
Scyl2,0.931787675,1.299593974,1.114335155,1.033965808,0.799934427,0.820382963
Pygb,1.077646663,0.946517691,0.921789999,0.794523927,0.764819742,1.494701979
Trip10,1.016362046,1.097246564,1.029701551,0.922363087,0.925229998,1.009096757
Prkaca,1.032193929,0.995468247,1.029780357,1.080024556,0.936274638,0.926258276
Rab6,0.964639775,1.076666901,1.09635865,1.09896271,0.887393722,0.875978244
Ddt,1.099193671,1.515376173,1.010676889,1.065065274,0.621328339,0.688359657
Ddx3x,1.319599035,0.763283668,0.762530164,0.713084326,1.119362103,1.322140706
Trpc4ap,1.315243392,0.705445093,0.598795936,0.577279106,0.980322404,1.822914069
Mink1,1.399230795,1.173516375,1.007676397,0.975493947,0.808748851,0.635333637
Sdha,0.886327104,0.94189196,0.91864303,0.995332474,0.933025763,1.32477967
Mif,1.00702669,1.337634472,1.39595625,0.974593442,0.750504999,0.534284149
Kpna3,0.697379073,1.026274302,1.063771416,1.081046319,0.977655476,1.153873415
Ahcy,0.867016787,0.920744738,0.967385011,0.963945832,0.9480393,1.332868334
Vps29,1.162781519,1.085848757,0.988689336,0.961724491,0.847644778,0.953311121
Vdac1,0.78015593,0.674378081,0.686561168,1.150500475,1.113841365,1.594562982
Akap1,1.526499454,0.744278333,0.71320146,0.774426484,0.956353871,1.285240401
Pikfyve,1.078588589,0.954128177,0.899961062,0.904322035,0.924573093,1.238427047
Aurka,0.824265285,1.010398527,1.090446045,1.045450681,1.188864348,0.840575116
Slc23a2,1.544697553,1.57397926,1.329184487,0.806372638,0.423573164,0.322192901
Incenp,0.482481797,0.64056812,1.420569052,0.862820435,1.251582561,1.341978037
Cpne3,0.872558652,1.071414492,1.112756284,0.98324782,0.977358969,0.982663784
Esyt2,0.989365085,1.021526161,0.950458263,0.902989109,0.821464557,1.314196826
Gm6531,0.951967736,1.066697642,0.917047208,0.808626189,1.121112307,1.13454892
2310028O11Rik,1.085097001,0.871986386,0.998203257,1.129604265,1.010540786,0.904568307
Ppard,1.32733996,2.635838414,0.391098897,0.684414834,0.348690212,0.612617686
Metap2,0.738868814,0.752823668,0.810666153,0.939477132,1.333598263,1.424565969
Get4,1.052991214,0.909404488,0.860073003,0.982462096,0.964332816,1.230736383
Aldh5a1,0.923389943,0.976447222,0.990530544,1.101164916,1.037446375,0.971021002
B230120H23Rik,1.328005582,1.126102617,1.09605593,0.94010603,0.801573925,0.708155917
Sin3a,1.662653546,0.683300171,0.68664587,0.677235701,0.808156708,1.482008006
Fermt2,1.067027362,1.092069218,0.986638945,1.023336889,0.91240354,0.918524048
Slc25a1,0.995394321,0.934095008,1.016329974,1.081964536,1.022842836,0.949373326
Oxr1,1.185561035,1.003922623,1.056769327,0.891463118,0.753945445,1.108338453
Mocs3,0.644731404,0.97995965,0.939180382,0.889221606,1.03068385,1.516223108
Fam13c,1.797024745,1.385967049,1.127113766,0.892042281,0.493450687,0.304401474
Arl1,1.075211444,1.029053257,1.093570967,0.988409952,0.842266484,0.971487896
Ubqln1,0.994877353,1.055491634,1.13170823,1.007628254,0.896319934,0.913974596
Mmab,0.968883984,1.063912257,0.967746594,1.09157307,0.95400084,0.953883256
Eef1a1,0.919362858,0.948930793,1.002672432,1.008831413,0.990220876,1.12998163
Crk,0.909527832,1.084882106,1.040011017,1.004262004,0.890189964,1.071127078
Caml,1.064366598,1.149283427,1.083625397,0.886582309,0.744604271,1.071537999
Hspd1,0.863481254,0.891852242,0.955479803,1.076804488,1.048338396,1.164043818
Patl1,1.041448671,0.943477711,0.808830971,0.982470681,0.906868585,1.316903383
Pdlim1,0.891027832,1.107851077,1.01154575,1.016778691,0.892321373,1.080475278
Ppp2r1a,1.12117038,1.015183202,0.98760669,0.938120842,0.874417823,1.063501064
Rabep1,0.947564137,0.984398998,0.963843221,1.027941819,0.992495944,1.083755882
Zp1,0.903408304,1.337337982,0.953526183,0.861068549,0.706861147,1.237797838
Brp16,0.911190978,0.992895805,0.96830226,0.926797598,1.006620619,1.19419274
Exosc4,0.768933743,0.765725048,0.919882665,0.860351181,1.071472582,1.613634781
Usp4,1.398419139,1.110669275,0.949630593,0.852656652,0.480220698,1.208403644
Nfs1,1.039633394,1.057173468,1.044151544,1.087634198,0.881376357,0.890031042
Papss1,1.352912009,1.245323199,1.067822447,0.885195949,0.784841041,0.663905356
Atp6v1h,0.94819116,1.010960195,1.032131061,1.010817297,0.977603752,1.020296536
Ube2z,1.055085554,1.050949877,0.979360822,1.062971528,0.956709614,0.894922607
Cecr5,0.948414542,1.027791803,1.036532527,1.015465076,0.977996864,0.993799189
Cbr1,0.937333948,0.967573671,1.070728126,1.052182722,1.011394544,0.960786991
Rhoa,1.053801426,1.014394893,1.103758285,0.925702453,0.898365729,1.003977214
2400001E08Rik,0.982225605,1.041986808,1.06738862,1.032270795,0.870424329,1.005703845
Rars,0.936138389,1.002057313,1.039531969,1.024857423,0.954961835,1.042453071
Glrx3,0.959356918,1.054100692,1.084886849,1.022060315,0.975231136,0.904364091
Golga5,1.038640188,1.261412292,1.047007961,1.035327122,0.812596653,0.805015786
Tktl2,1.077472802,0.990104489,1.068617015,0.968734529,0.966282269,0.928788898
Anxa5,0.981598125,1.044078096,0.947514928,1.023122335,0.761194713,1.242491805
Gnb2l1,0.793162847,0.526304007,0.579610941,0.731178386,1.271003249,2.098740572
Acox3,1.04374405,1.094581897,1.099923317,1.275535225,1.120479189,0.365736324
Mdm4,1.792211851,1.548664814,1.064072585,0.845126847,0.460871773,0.289052133
Rrs1,0.965137628,0.717089083,0.663985101,0.6798186,0.979942094,1.994027496
1810035L17Rik,0.63867993,0.636150901,0.630094825,0.637219203,0.858964989,2.598890153
Tpd52l2,1.034984231,0.969059254,0.947656447,1.142451282,1.010357626,0.895491162
Scamp2,0.960395148,0.969876431,0.990237054,1.004479244,1.120235202,0.954776924
Sssca1,1.174703066,0.990316356,0.900481138,1.027517086,1.039911146,0.867071209
Plat,1.802009919,1.565123771,0.535884503,1.333099118,0.378054302,0.385828387
Lad1,1.6224573,3.328838413,0.241088895,0.597326319,0.101632841,0.108656233
Psrc1,1.407529074,0.833941133,0.387133495,0.446530313,0.989998883,1.934867103
Ccdc101,1.016361816,1.161439465,1.042807355,0.988024887,0.946147423,0.845219055
Cdc20,0.882192093,1.054375381,0.978132202,0.907405294,1.099930722,1.07796431
Clu,0.986962026,1.60324322,0.608161917,1.624412402,0.564636082,0.612584355
Rtn4ip1,0.946391735,0.896338006,0.943117981,1.115707704,1.020182425,1.078262151
Xrcc5,1.427838293,0.99401154,0.932697483,0.768854472,0.752013508,1.124584706
Snap29,1.12245565,1.289635165,0.962237487,0.828682142,0.77005405,1.026935507
Slc34a2,0.186647277,1.104335178,1.707219472,1.720707245,0.710436378,0.570654453
Tax1bp1,1.529405782,1.304210734,0.946502787,0.853032184,0.828615294,0.53823322
Cd55,1.135901246,1.099936908,0.962486574,0.979119925,0.989982214,0.832573135
Adprhl2,0.848493848,0.921965485,0.960398324,1.008469495,0.99023068,1.27044217
Plg,1.209528694,1.725880102,0.759277093,1.136381494,0.602704265,0.566228354
Smcp,1.126110404,1.220961074,0.831077414,0.868731278,0.79576908,1.157350752
Upp1,1.05502177,1.005412702,1.081160455,1.03973449,0.938731812,0.879938772
Hspa8,1.193963633,1.070996677,0.878760467,0.838060145,0.976880472,1.041338607
Amdhd2,0.9485053,1.083722497,1.025441834,0.994739844,0.882357061,1.065233465
Apoe,1.242513084,1.052331393,0.990180742,1.039525474,0.968367935,0.707081371
Actl6a,0.823017428,0.877520974,0.637887261,0.995632002,1.068225327,1.597717009
Mcm2,0.853648988,0.840434842,0.752986747,0.760943416,0.974392401,1.817593607
Stk17b,0.50423189,0.950554947,0.728820412,0.692789474,1.014150246,2.109453032
Edc4,1.153190805,1.193406332,0.948381521,1.018450152,0.906624663,0.77994653
2410127L17Rik,0.972506153,0.952122727,0.939655583,1.038842598,0.960576512,1.13629643
Ddx23,0.886979026,0.791295114,0.72511948,1.021833064,0.881889512,1.692883804
Pcca,1.002012506,1.075465458,1.006294007,1.12829553,1.007248214,0.780684286
Ndufaf2,0.75051624,0.830412867,0.940825024,0.892598034,0.904798788,1.680849048
Csda,1.270805736,0.716540134,0.567575756,0.488658151,0.903890347,2.052529877
Sec24b,0.97519452,0.855284359,0.891436967,0.884137099,0.980880808,1.413066248
Calb1,1.002655289,1.02685281,1.117219335,1.160016049,0.931820982,0.761435536
Prpf3,0.584041729,0.650133473,1.096016052,0.845409235,1.050671774,1.773727739
Cct7,0.930727011,0.94049822,0.974510295,1.019074206,1.040776573,1.094413697
Slc12a7,1.123279158,1.051677545,1.006415491,1.027803194,0.874060395,0.916764217
Ndufa5,0.920475205,0.973865006,0.955031995,1.033501527,0.921227699,1.19589857
Dctn3,1.023801795,1.128493559,1.076714755,1.021733715,0.836584368,0.91267181
Dnajc7,1.015597928,1.061524626,1.027904034,0.974976413,1.00515511,0.914841891
Atpif1,0.849701789,0.950837831,0.995562931,1.080788467,1.0172634,1.105845583
Dkkl1,0.981041832,1.280407816,0.698513216,0.634890186,0.67149844,1.733648511
Rpa2,0.950450978,1.030889385,1.021888729,0.908690152,0.900076397,1.188004361
Dhrs1,1.113289473,0.849967454,1.18351693,0.876099454,1.010115141,0.967011549
Pabpc1,1.08399501,0.58672337,0.718087684,0.847019011,1.109276779,1.654898148
Syngr3,0.963340794,0.964678254,0.957010634,1.118514894,1.006415352,0.990040073
Hmga2,1.448657793,0.873822863,0.815369462,0.568743691,0.940453199,1.352952994
LOC100040592;Hmgcs1,0.861837483,1.193029562,1.091948908,0.995636796,0.927361248,0.930186004
Sytl4,1.068805996,1.254124647,1.137796386,1.120589014,0.831751707,0.586932251
Kdm6a,1.655943987,0.748531269,0.614678676,0.559134444,0.792330487,1.629381138
Pgm2;Pgm1,0.86243873,0.986482881,1.022242448,0.985222623,0.943069037,1.200544283
Sdhb,0.856412965,0.974743442,0.92276968,1.018841752,0.944777049,1.282455113
Gpatch8,1.106160972,0.979880558,0.815853488,0.873674068,0.934187129,1.290243787
Golga7b,0.874929751,0.92816309,0.8030927,0.963682116,1.066762767,1.363369577
Mcat,0.973253843,0.937427382,0.961920481,1.03569614,0.968547725,1.12315443
Rad23a,1.011784104,0.936320688,0.99235343,0.96456349,0.957795436,1.137182854
Fbxo40,1.266893754,1.033144052,1.177139901,0.944656667,0.984218348,0.59394728
Utp14b,0.730718265,0.826986757,1.026925429,0.850881147,1.010091739,1.554396663
Krt76,0.772825499,0.544327023,1.199377714,1.075190263,1.396987145,1.011292357
Ap1b1,1.041442563,1.018779777,1.005023025,0.983096012,0.910225092,1.041433532
Vps24,1.174722732,1.044256217,0.972648556,0.933343957,0.836763343,1.038265197
B020031M17Rik,0.241549382,2.332390293,1.337859018,0.909704422,0.633766119,0.544730767
Cdc34-ps,1.022961998,1.043288096,0.977656847,0.769490909,0.902891908,1.283710244
Cog3,1.083382841,1.051097651,1.025787543,0.969044918,0.945613636,0.925073412
AU017455,1.054900851,1.319690948,1.090523454,1.015756637,0.905752614,0.613375496
Amfr,2.031964911,1.384655524,0.396519422,0.347862109,0.3081269,1.530871135
Myl6,1.535582522,0.733619543,0.811393425,0.642708733,0.955791468,1.320904312
Wars,0.889587495,1.011280082,1.042705413,1.04579534,0.973302381,1.03732929
AU022751,0.843029951,1.349613138,1.293867885,1.249647243,0.947921379,0.315920406
Rps26,0.67288543,0.482450117,0.587773475,0.752586633,1.251598763,2.252705582
Sp110,0.166694465,0.400631422,0.9179642,1.327016393,2.523365115,0.664328407
Ttll12,0.923977396,1.096312498,1.069865031,1.053415595,0.962451973,0.893977508
Spag5,1.334355639,1.254704935,0.965862472,0.733827077,0.696625107,1.014624771
Ppp2r5d,1.042864127,1.089912587,1.088537534,1.047832816,0.91142933,0.819423608
C87499,1.557082952,1.281352541,0.950193291,0.916970108,0.686601449,0.607799661
Sypl,1.058042034,0.975288771,1.104651987,1.227558333,1.053683014,0.580775862
2210016F16Rik,0.960521217,1.010954848,1.01461089,1.039133772,0.975932738,0.998846536
Ccdc6,0.829115113,1.225029878,1.28433252,1.146185605,0.984641723,0.530695163
Crbn,2.066129163,0.759112707,0.495770933,0.546971414,0.744468605,1.38754718
Fars2,1.40832221,0.9834759,1.089879584,1.037103383,0.780589599,0.700629324
Dcxr,0.976958394,1.027871218,1.032292662,1.083321149,0.92416872,0.955387858
Abr,1.307545538,1.133381669,1.041755358,0.966434606,0.782612439,0.768270392
Psme4,1.007826644,1.165264528,0.980523689,0.890101099,0.834624809,1.121659231
Smarca5,0.707993671,0.533066,0.759189856,0.900026212,1.505543928,1.594180335
Nsfl1c,1.012241861,1.010643602,1.014863813,1.02186133,0.97425598,0.966133416
BC017612,0.999417691,1.546543121,1.285628755,1.070845298,0.687530347,0.410034791
Ppfibp2,0.78369683,0.857306308,0.637538113,0.700784891,1.250376817,1.770297041
Lypla1,0.950308438,1.096042982,1.06158958,1.064096389,0.955041908,0.872920704
Ube2v2,0.899866997,0.971677311,1.032698995,0.98556115,0.997197508,1.112998041
Slc25a25,0.737124358,0.784129108,1.088882696,1.150332066,1.316643897,0.922887876
Ndufv3,1.04741506,1.184288734,0.985031174,0.89258509,0.777900747,1.112779196
Nceh1,1.260050707,1.322898738,1.17984908,0.948734294,0.635146896,0.653320287
Emp2,1.151330194,1.014474177,0.972609661,1.00739776,0.842193919,1.011994292
Ep400,1.226568679,1.323231286,0.860507137,0.708100031,0.743943846,1.137649023
Ctsd,0.380041737,0.53187623,0.401377202,2.910369334,0.607598165,1.168737332
Rassf5,1.642368893,1.46002413,0.934769568,0.662176159,0.582391028,0.718270222
Aldh3a2,1.247735407,1.192981014,1.005561116,0.814691519,0.675432941,1.063598003
Cd81,1.346421019,1.074303865,0.989040299,1.034960345,0.860086859,0.695187616
Pik3r4,1.202054887,1.161498844,1.13790889,1.042802286,0.912979965,0.542755129
Pepd,1.038777191,0.954962404,0.427011448,0.845268327,0.880543343,1.853437287
Try5,0.662413715,0.807773071,0.765035771,1.707845085,1.126130392,0.930801967
Tcf20,0.974204126,1.299145807,1.064370353,0.992447427,0.829051809,0.840780478
Abat,1.038064767,1.28005274,1.202253508,0.944037375,0.77058692,0.76500469
Ube2i,0.902412146,1.068758506,1.019111655,0.909695024,0.943540191,1.15648248
Fuk,0.980641528,0.984904747,1.036022135,1.05200047,0.940368906,1.006062217
Atp6v1a,0.980680478,1.044891106,1.127133942,1.005164899,0.924040514,0.918089062
Rap1b,1.014503369,1.089213268,1.114210814,0.904960707,0.78708112,1.090030724
Ppcs,0.627820579,0.60252007,0.824650372,0.882990522,1.063012285,1.999006174
Csnk2a1,0.873310332,0.831149599,0.892131236,0.799264951,0.963785533,1.64035835
Tpk1,0.815838185,0.930496632,1.135569126,1.0680914,0.869185581,1.180819077
Rab7,1.121779395,1.312699488,1.229187905,0.964018937,0.6350869,0.737227377
Tgoln1,0.736143203,0.77653877,1.027639651,1.022294085,1.094228311,1.343155981
Sugt1,1.261358075,0.969383974,0.910444623,0.825326046,1.035369498,0.998117786
Zc3h14,1.303065342,0.775502755,0.555300056,0.625274669,0.832332734,1.908524445
Ensa,1.118509574,0.99416057,1.016378007,0.935996663,0.912283014,1.022672174
Cars,1.009467434,0.957058877,1.036772378,0.970269931,0.946063445,1.080367938
Ddost,1.323098462,1.267018538,0.83846917,0.754516659,0.609194829,1.207702344
Dhx29,0.795135247,0.89807772,0.962232842,0.87354641,0.939653393,1.531354391
Gfer,0.989295952,0.937850605,0.927373528,1.012743607,1.030812114,1.101924195
Mfge8,1.019097106,2.482391907,0.629883576,1.016601085,0.478516155,0.373510175
Acsl4,0.9395073,0.939373755,0.94446744,1.174279985,1.21456123,0.787810292
Gtf3c1,0.186320719,0.165273292,1.063982295,0.350898611,1.183049503,3.050475582
Gnas,1.088483152,0.862635419,0.892031689,0.921843075,1.066212755,1.168793912
Snx3,0.997477796,0.852048562,0.889860177,0.99088082,1.042715582,1.227017064
Nubpl,1.003445979,1.081768239,1.109592369,1.023022004,0.863331177,0.918840234
Tpx2,1.043272934,0.75435819,0.906590529,0.936386871,1.137888712,1.221502766
Nup188,0.936736814,0.986504214,0.894573792,1.024170928,0.825476582,1.332537671
Bub3,0.795576686,0.928389948,0.94438396,0.938934492,1.001546337,1.391168579
Mff,1.462620882,1.235626746,1.010090101,0.958412434,0.716599878,0.61664996
Mib2,0.43094768,1.823764445,0.774455653,0.687194432,0.700963486,1.582674306
Tpm4,0.462397486,0.424288684,0.449336721,0.46703248,0.782276468,3.414668163
Zfyve20,0.433229117,0.595078147,1.317859091,1.349342139,1.258025595,1.046465913
Cfdp1,0.316155295,0.426835206,0.586849811,0.802680251,1.140809277,2.726670161
Uba3,0.750350433,0.99424549,0.994789684,0.94644889,0.923630991,1.390534514
0610010K06Rik,0.922645692,1.260196915,1.162503019,1.086065463,0.887758791,0.680830123
Cdt1,0.974023076,0.700230651,0.810192789,0.742206397,1.097675546,1.675671541
Ykt6,1.003848811,1.02022517,1.055696343,0.966244034,0.90967189,1.044313754
Dgkk,1.113824881,1.100359686,0.998982424,0.964033788,0.929144665,0.893654558
Echs1,0.913436581,0.979736734,0.991980184,1.092397877,1.017957062,1.004491565
